cc28-63ebd281 queen:default [16/Mar/2018:22:10:30 -0700] - IM HEREEE 
6b5d-72b5d83b queen:default [16/Mar/2018:22:14:03 -0700] - IM HEREEE 
6b5d-72b5d83b queen:default [16/Mar/2018:22:14:12 -0700] - { options: {}, bee: 'drone:ableton' } 
b474-a050beb4 queen:default [16/Mar/2018:22:15:00 -0700] - IM HEREEE 
b474-a050beb4 queen:default [16/Mar/2018:22:15:05 -0700] - { options: {}, bee: 'drone:ableton' } 
79ab-cfba9551 queen:default [16/Mar/2018:22:15:31 -0700] - IM HEREEE 
79ab-cfba9551 queen:default [16/Mar/2018:22:15:36 -0700] - { options: {}, bee: 'drone:ableton' } 
79ab-cfba9551 queen:default [16/Mar/2018:22:15:36 -0700] - trying to load the drones ableton 
6aaf-f085660b queen:default [16/Mar/2018:22:15:47 -0700] - IM HEREEE 
6aaf-f085660b queen:default [16/Mar/2018:22:15:51 -0700] - { options: {}, bee: 'drone:ableton' } 
6aaf-f085660b queen:default [16/Mar/2018:22:15:51 -0700] - trying to load the drones ableton 
6aaf-f085660b queen:default [16/Mar/2018:22:15:52 -0700] - loaded drone: ableton 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: 'ed88-fba9a1b9'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: '4885-2e0194e6'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: 'e2ae-5dd73d2f'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: '1272-a73c2ff1'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: 'ea03-061a0080'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: '3ffe-7bcd7980'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: '96e4-7d4d8618'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: 'd84d-221cf872'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: 'd555-6737f02d'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: '381b-0971efac'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: '1db9-d14b8d9b'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: '92ec-b20e9d59'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:52 -0700] - { [String: '4768-09205bd4'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '22b8-cfd16be5'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '4cd0-f51d3271'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: 'a2f8-17474bba'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: 'b349-ed80d6cc'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '4754-cbda6a6b'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '958c-0ba0a170'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '4ff1-d3c70b95'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '4adb-2f143686'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '73b0-cefd20a1'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '03ac-5e454e81'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '28c1-d6f52f5c'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '2f07-a86954cc'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '6391-31c2cd56'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '64b8-acd205f3'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:53 -0700] - { [String: '468c-e561437b'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: 'ea5f-a77bcdc0'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '1add-aecccf04'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: 'ad9b-d4da8059'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '05af-559d2479'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '7078-e3e5418f'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '7c2f-8e68a65d'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '03b3-10c82081'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '1f85-989b971b'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '37c5-7ecf65da'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: 'be77-fa76389b'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '0ad5-07c982dd'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '487c-b388b45d'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: 'a71f-129014a2'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '89c5-77f28ad8'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '33fa-926d94aa'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:54 -0700] - { [String: '39e1-7291aaff'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: '992d-e4ad9650'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: '5e5d-b8be6765'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: '28da-3776f1e2'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: 'e196-146d07f0'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: '9efb-731aa16e'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: 'ebdc-7bffb140'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: '3930-bf60744a'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: 'a493-e17c9eb5'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: 'b2ca-ecc2e135'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: 'a320-30eb8d63'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: '4221-7455c7db'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: 'f291-ee622cdb'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: '8a3b-d4002715'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:55 -0700] - { [String: '3eca-8b099a1c'] [length]: 13 } 
af91-dfc2ebca drone:ableton [16/Mar/2018:22:15:56 -0700] - { [String: 'b77e-be42be7e'] [length]: 13 } 
